GLCM_Contrast,GLCM_Dissimilarity,GLCM_Homogeneity,GLCM_Energy,GLCM_Correlation,LBP_Bin_0,LBP_Bin_1,LBP_Bin_2,LBP_Bin_3,LBP_Bin_4,LBP_Bin_5,LBP_Bin_6,LBP_Bin_7,LBP_Bin_8,LBP_Bin_9,HOG_Mean,HOG_Std,R_Mean,G_Mean,B_Mean,R_Std,G_Std,B_Std,H_Hist_Bin_0,H_Hist_Bin_1,H_Hist_Bin_2,H_Hist_Bin_3,H_Hist_Bin_4,H_Hist_Bin_5,H_Hist_Bin_6,H_Hist_Bin_7,H_Hist_Bin_8,S_Hist_Bin_0,S_Hist_Bin_1,S_Hist_Bin_2,S_Hist_Bin_3,S_Hist_Bin_4,S_Hist_Bin_5,S_Hist_Bin_6,S_Hist_Bin_7,S_Hist_Bin_8,V_Hist_Bin_0,V_Hist_Bin_1,V_Hist_Bin_2,V_Hist_Bin_3,V_Hist_Bin_4,V_Hist_Bin_5,V_Hist_Bin_6,V_Hist_Bin_7,V_Hist_Bin_8,Edge_Mean,Edge_Std,Class,Split
517.1577587050078,13.244984839593116,0.14755243536515203,0.013446478237109894,0.9326440646064031,0.08324951171875,0.09455810546875,0.05926513671875,0.09947998046875,0.1507763671875,0.1001123046875,0.0662353515625,0.09207275390625,0.09739990234375,0.1568505859375,0.31119289113991827,0.11945750528319536,79.95427490234376,99.67610595703125,56.17385009765625,61.2492505657071,64.25300643023776,55.74539628790147,0.041496582,0.16634765,0.63447267,0.14097168,0.011047363,0.0016210937,0.0019433594,0.0008447266,0.0012548828,0.07847901,0.08814941,0.13210206,0.13683106,0.12794922,0.103986815,0.08720215,0.091135256,0.15416504,0.10274658,0.22591309,0.18051514,0.10728271,0.10043457,0.08948974,0.08395996,0.07708008,0.032578126,0.05936741801883349,0.06386462392687037,Algal_Leaf_Spot,train
35.22913243348982,3.1808343114241002,0.39092544709994037,0.028955286205297887,0.9900033205006633,0.02552490234375,0.05616943359375,0.0409619140625,0.13015380859375,0.3124462890625,0.17339111328125,0.062255859375,0.0593408203125,0.07036376953125,0.06939208984375,0.2754367391594085,0.1871827460699174,114.53827880859374,134.35837646484376,66.92790771484376,44.55363915857222,41.51018437252529,55.53027187223312,0.041174315,0.37038818,0.56036377,0.022946777,0.0034936524,0.0007592773,0.00032958985,0.00044433595,0.000100097655,0.042104494,0.08361572,0.104099125,0.1369165,0.16154785,0.11465821,0.09854004,0.06384765,0.19467041,2.4414062e-06,0.0045629884,0.08350586,0.26871094,0.22068359,0.19707519,0.16080078,0.04046875,0.024189454,0.030513155563101798,0.03677696155159579,Algal_Leaf_Spot,train
37.29930311032864,3.2901041666666666,0.38425754006985485,0.02890235796123613,0.989974248137155,0.0257958984375,0.05699951171875,0.04281494140625,0.1309423828125,0.31214599609375,0.1705712890625,0.0623876953125,0.05924072265625,0.0695849609375,0.0695166015625,0.2765551249461943,0.18524544233286472,101.61800048828125,142.2454345703125,76.23909423828125,51.64990992273048,40.99034097057387,58.023848894130666,0.012456055,0.13646972,0.7395483,0.100505374,0.0061157225,0.0016479492,0.0010986328,0.0015625,0.00059570314,0.06995849,0.09042725,0.12530273,0.14655761,0.15157227,0.10193359,0.08805908,0.06530274,0.16088623,0.0,0.0016162109,0.05828125,0.21634765,0.26183593,0.19894531,0.17426026,0.060375977,0.028337402,0.031323555957150855,0.03772365720910834,Algal_Leaf_Spot,train
35.37098004694836,3.1926056338028173,0.38909393925713054,0.029158786981930186,0.9899769407382035,0.0256103515625,0.05666259765625,0.04109619140625,0.12976806640625,0.313369140625,0.1723583984375,0.06273193359375,0.05908447265625,0.06968017578125,0.069638671875,0.27568795032666693,0.1869054680099102,122.79166748046875,134.319931640625,57.66984130859375,46.92708927073921,41.545410104805434,48.16353161836385,0.04693115,0.6934521,0.2596167,0.0,0.0,0.0,0.0,0.0,0.0,0.0001953125,0.03505615,0.08979981,0.120222166,0.16807373,0.16743653,0.12227783,0.08950928,0.2074292,0.0,0.0029589843,0.07705811,0.26741698,0.21663086,0.20107178,0.1589038,0.045686036,0.030273438,0.03060928035246388,0.036829482466288456,Algal_Leaf_Spot,train
85.27954567683881,5.109235622065729,0.2886116347326377,0.019450038341742176,0.9856836565773369,0.02659423828125,0.0585595703125,0.0446728515625,0.13192138671875,0.3373828125,0.1616796875,0.0616650390625,0.0592529296875,0.05369873046875,0.06457275390625,0.27632844713362853,0.1858638399754127,111.48218017578125,131.39817138671876,67.06920654296874,56.41910063824349,54.611523760263516,61.80295330413779,0.04138672,0.35997558,0.57178956,0.022592774,0.0027612306,0.00069824216,0.00037109375,0.00032470704,0.000100097655,0.04317871,0.08330322,0.10561035,0.13222168,0.13448974,0.1017749,0.076257326,0.066928715,0.25623536,0.0017578125,0.06081787,0.1523462,0.20635742,0.16207519,0.14352539,0.12215576,0.105180666,0.04578369,0.04823738265920784,0.05398491341224036,Algal_Leaf_Spot,train
245.35817439358374,7.689375489045382,0.25339518835537855,0.020727357161882107,0.9346028170761315,0.04893798828125,0.1030517578125,0.0585693359375,0.109794921875,0.1916455078125,0.12998779296875,0.0722998046875,0.1008544921875,0.07681640625,0.1080419921875,0.30265947715656005,0.13917421836111066,104.66125732421875,122.666787109375,62.35103271484375,45.43848909236736,43.02761268703007,54.055808167481864,0.04811035,0.35411376,0.5620703,0.029035645,0.003334961,0.0018164063,0.0009887696,9.765625e-05,0.0004321289,0.04649658,0.087402344,0.10595703,0.13054687,0.15100831,0.110146485,0.09372315,0.07172363,0.2029956,0.0044506835,0.022192383,0.145979,0.2933911,0.2004712,0.18166016,0.10286133,0.024016114,0.024978027,0.05491583631797923,0.06890633768695369,Algal_Leaf_Spot,train
30.64175224960876,2.812028071205008,0.40142226539042003,0.030847716294482602,0.9865344786543846,0.0264208984375,0.05778076171875,0.04554443359375,0.137822265625,0.27317138671875,0.17963623046875,0.07613525390625,0.0608544921875,0.0646826171875,0.07795166015625,0.29323204489476695,0.15851207808577192,115.41894775390625,135.97118408203124,74.3281884765625,34.48053052406389,35.19556651842805,42.71094390023079,0.033049315,0.3611499,0.51448244,0.08576416,0.0021606446,0.00279541,0.00035888673,0.00018310547,5.6152345e-05,0.022373047,0.14662598,0.1653418,0.15588868,0.15996094,0.11242188,0.092856444,0.07484619,0.06968506,0.0,0.0026269532,0.050996095,0.19074707,0.34755126,0.24802978,0.09683105,0.054304197,0.008913574,0.022170681682890717,0.027025466156121117,Algal_Leaf_Spot,train
18.93126222613459,2.480152093114241,0.4178772600823833,0.03206698030378823,0.991584904807597,0.02337890625,0.05640380859375,0.0437646484375,0.138984375,0.2845263671875,0.183125,0.07480712890625,0.06003173828125,0.06270751953125,0.0722705078125,0.29142216242993946,0.16181543281054528,115.41831787109375,135.96745849609374,74.34034423828125,34.2798298746167,35.01153295110162,42.49533841946409,0.03269043,0.3614795,0.5143774,0.08600586,0.002109375,0.0027392579,0.0003930664,0.00013916015,6.591797e-05,0.0222583,0.1462329,0.16561523,0.15580566,0.16065186,0.113278806,0.093168944,0.074995115,0.067993164,0.0,0.002512207,0.050219726,0.19011962,0.34944093,0.24943848,0.095771484,0.053742677,0.008754883,0.021213466466683494,0.024368430706402093,Algal_Leaf_Spot,train
30.698628227699533,2.8187328834115815,0.4000640736457127,0.030716949437440022,0.986577267631979,0.02669677734375,0.05821533203125,0.04595703125,0.13709228515625,0.2734228515625,0.178935546875,0.0766162109375,0.06080322265625,0.06327392578125,0.07898681640625,0.29333844110389606,0.15831509726836127,120.41123779296875,135.98275146484374,67.66099365234375,35.69667703237726,35.19479848884387,39.2135836859711,0.03664551,0.48243654,0.47918946,0.00017822266,0.0013964843,0.00014892578,0.0,2.4414062e-06,2.4414062e-06,0.007910157,0.06872314,0.15615723,0.1656958,0.19463623,0.13429444,0.104538575,0.08941895,0.078625485,0.0,0.0025317383,0.044348143,0.1905127,0.34960204,0.24779053,0.09493652,0.060668945,0.009609375,0.02221715832918198,0.02703201634659556,Algal_Leaf_Spot,train
73.09085974178404,4.668838028169015,0.28132079309786256,0.019716823154265546,0.9815864915640643,0.0284521484375,0.0605419921875,0.05159912109375,0.1398876953125,0.29841796875,0.168046875,0.07255615234375,0.0598095703125,0.0498046875,0.0708837890625,0.2942332165242126,0.1566458596530383,113.72243896484375,134.2460693359375,73.86357177734375,44.921075953863344,45.78456533088002,50.40965181616404,0.031184083,0.35303956,0.52934325,0.08112793,0.0023608399,0.0023339845,0.0003881836,0.00015625,6.591797e-05,0.028869629,0.14349365,0.16037354,0.15361328,0.1313794,0.10392334,0.075107425,0.06824707,0.13499267,0.00071289064,0.028664552,0.11505127,0.17910889,0.24525146,0.20939697,0.12191895,0.07104004,0.028854981,0.03661003525509082,0.04002910550434898,Algal_Leaf_Spot,train
